Column Name,Column Name 1
"College admissions","https://www.khanacademy.org/college-careers-more/college-admissions"
"Careers","https://www.khanacademy.org/college-careers-more/career-content"
"Personal finance","https://www.khanacademy.org/college-careers-more/personal-finance"
"Entrepreneurship","https://www.khanacademy.org/college-careers-more/entrepreneurship2"
