Column Name,Column Name 1
"AP®︎ Macroeconomics","https://www.khanacademy.org/economics-finance-domain/ap-macroeconomics"
"Macroeconomics","https://www.khanacademy.org/economics-finance-domain/macroeconomics"
"AP®︎ Microeconomics","https://www.khanacademy.org/economics-finance-domain/ap-microeconomics"
"Microeconomics","https://www.khanacademy.org/economics-finance-domain/microeconomics"
"Finance and capital markets","https://www.khanacademy.org/economics-finance-domain/core-finance"
